DOI,Title,Author,OpenAlex ID,Abstract,Article References,Times Cited,Publication Year,Publisher,Keywords,Affiliations,Country,Document Type,Language,Open Access,Funding,Concepts,Journal,Location,Address,Volume,Issue,Pages,ISSN,Source File
10.22456/2175-2745.143523,Fusion of Satellite and Drone Images for Identifying Water Bodies,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143526,Artificial Intelligence for Gas Leak Detection with Thermal Cameras and Metal Oxide Semiconductor Sensors,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143528,Big Data in Healthcare: Possibilities and Challenges - A Systematic Literature Review,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143530,How Misleading Can The Analysis of Human Eye Movements Be? Experiments on Dominante Eye and Cognitive Visual Perception,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143534,Sheep Behavioral Analysis with Optical Flow,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143537,Leveraging Optimal Methods for Diverse Skin Types Classification in Images for Reduced Bias,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143539,Renal Cancer Classification in Tomographic Images Using Convolutional Neural Networks to Assist Early Diagnosis,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143541,Bulldogs Nose Detection using Deep Learning,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143544,A Novel Brazilian Dataset for Automatic Detection of Psyllid Attacksin Guava,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143545,Preprocessing and Optimizer impact on Image-Based Autoimmune Disease Diagnosis,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143546,Segmentation of Skin Lesions and their Attributes in Dermatoscopic Images Based on Convolutional Neural Networks,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143548,Classification of Cells Infected by Malaria with Vision Transformers Models,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143633,Safer Stack: Safe Dump of Off-Highways Trucks in Slope Crest Windrows,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143684,YOLO and CNN for Cat Detection and Recognition,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143785,Application of Denoising Diffusion Probabilistic Methods in Fetal MRI,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.143959,Notification Oriented Paradigm based on Internet Protocol (NOP-IP) to Distributed Computing,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.144479,Do Deep Learning Models Generalize Facial Emotion Recognition in Different Age Groups?,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.145569,Exploring Topic Modeling in Short Texts from Social Media: A Comparative Analysis of Algorithms,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.145580,Transformers or Not: A Comparative Study on Defect Inspection in Printed Circuit Boards,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.145795,NOPL - Improvements in the Language and its Compiler for the Notification Oriented Paradigm,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.145838,Hybrid Convolutional Neural Network on Fault Detection in Electroluminescence Images of Photovoltaic Cells,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.146658,An Ontology of Tobacco Production: Enriching Large Language Model-based Decision Support,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.146689,Hybrid Machine Learning Model for Cache Performance Prediction and Design Space Exploration,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.146905,Machine Learning and Explainable Artificial Intelligence in Carbon Nanotubes Predictions,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.146990,Cognitive Modeling and its Applications in Industry: : A Systematized Literature Review,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.147347,Synergizing CNNs and ViTs: A Survey on Hybrid Models for Benchmark Image Classification,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.147966,Evaluating Contactless Fingerprint Segmentation for Interoperable Biometric Identification Systems,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.149849,Analyzing Code Commits Addressing Vulnerabilities in the Android Project,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150105,A Systematic Literature Review of Autonomous Line-Following Robots using Reinforcement Learning,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150232,Improving the Resilience of Smart City Systems During Network Outage,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150620,Combining Complex Networks and Multi-level Local Binary Patterns for Texture Analysis,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150621,PSO-based Client Selection to Improve Medical Image Classification in Federated Learning,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150622,Ensemble of Handcrafted and Learned Features using a Lightweight CNN for Colorectal Cancer Classification,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150636,Federated Learning on Non-IID Environmental Images for Enhanced Wildfire Surveillance,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150723,Graph-Based Nearest Centroid for Image Classification,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150751,Efficient Pothole Segmentation Using Quantization and Pruning for ADAS,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150755,Cross-Validation Deep Learning for Breast Cancer Detection Using DMR-IR Infrared Images,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150810,Classifying Synthetic Facial Images: : A Quantitative and Qualitative Approach with AI,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150824,Impact of Wavelet Pre-processing on Deep Learning Architectures for Renal Cancer Diagnosis,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150833,Automated Analysis of Packaging Seal Failures Using Computer Vision Techniques,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150894,SARS-CoV-2 Detection in Genosensor Images via Deep Learning and Data Augmentation,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150896,Assessing Deep Hybrid Representations for Colorectal Polyp Classification in Histopathology Images,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150897,Enhanced Engine Vibration by Computer Vision Methods for Predictive Maintenance,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150900,Generalization in Deepfake Detection: : A Comparative Analysis of Frequency-Domain and CNN Approaches,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150902,Automated Segmentation of the Spinal Column in MRI Volumes Using Deep Learning,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150903,KLT Revisited: Spatio-Temporal Affine Regression for Feature Tracking,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150904,Two-Stage Fine-Tuning of Object Detectors for Industrial Environments,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150907,Comparison of Low-Cost 3D Reconstruction Techniques for Change Detection in Indoor Environments,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150908,Deep Learning-Based Brain Tumor Classification in MRI with External Validation Across Multiple Datasets,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150916,Semantic Segmentation of Coffee Regions From Satellite Images Using Deep Learning,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150917,HEVA: Integrating ViT and ResNet50 with ABCD Clinical Features for Skin Cancer Diagnosis,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150920,Evaluating Preprocessing and Data Augmentation for Soybean Leaf Pest Classification with Deep Learning,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150921,Federated Semantic Segmentation of Synthetic UAV Imagery under Non-IID Conditions,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150922,Evaluating Deep Segmentation Models for Wildfire Mapping Using Sentinel-2 Satellite Imagery,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150923,"Deep Learning Models for Brachial Lumen Segmentation: : A Comparative Study of UNet++, MultiResUNet, and TransUNet Architectures in B-Mode Ultrasound Imaging",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150924,Poultry Detection on Hooks in Meat Processing Plant Production Lines,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150926,Livestock Fish Larvae Counting using DETR and YOLO based Deep Networks,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150929,Radiomics for the Classification of Radiological Patterns in Computed Tomography,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150930,Exploratory Study on Mastitis Identification in Bovine Udders Using Thermography,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150932,Performance Evaluation of Low-Cost 3D Scanning Techniques,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150936,SAR Images Despeckling Using Convolutional Neural Networks with Stochastic Distances,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150939,Sign Language Segmentation Models and Their Impact on Automatic Translation Systems,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150940,Comparative Evaluation of YOLO-family Detectors for Pig Detection in Precision Livestock Systems,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150941,Improving Image Classification through Active Learning and Pseudo-Labeling in Vision-Language Models,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150942,Automation of Coffee Biotic Stresses Classification Using Convolutional Neural Networks and Image Preprocessing Techniques,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150950,Human Gesture Recognition using CNNs for Human-Robot Interaction,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150955,CoSegXAI: A Pipeline for Context vs. Segmented ROI Images in Lung Disease Classification through Saliency Map Insights,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150960,Multi-Fruit Tracking and 3-D Structure Recovery via CoTracker,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150968,Magnetic Resonance Imaging Acceleration Using Diffusion Models::  A Comparative Study of MC-DDPM and HFS-SDE,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150973,A  Luminous Pen for Air-Writing: Hybrid Approach with Computer Vision and Vision–Language Models,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150974,Bias Analysis and Data Augmentation Strategies in Skin Lesion Classification,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150976,A Deep Transfer Learning Strategy for Identifying Photovoltaic Panels Mounted on Building Rooftops from Orthophotos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150978,On the use of Image-Based Feature Extraction for Non-Intrusive Load Monitoring: : A Comparative Analysis of Techniques and Window Sizes,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150979,Grad-CAM Sensitivity to Orientation Transformations in Breast Cancer Histopathological Images,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150980,Two-Dimensional Image Processing for Fault Diagnosis in Centrifugal Pumps: An Approach Based on Feature Engineering and Convolutional Neural Networks,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.150996,Evaluating Monocular Depth Estimation on Embedded Platforms for Autonomous Navigation,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.15126,Um Arcabouço para Desenvolvimento de Algoritmos da Análise Formal de Conceitos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.151469,Tracking Ethological Behaviors of Broiler Chickens Through Computer Vision (YoloV11) Using an Android Mobile Device,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.15581,Detecção de Inclinação em Imagens de Documentos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.16413,"Usando CSP, RSL e o Modelo PopOrg na Especificação Formal de Organizações de SMAs",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.16572,Aplicação de Agentes BDI com Percepção Fuzzy em um Modelo Presa-Predador Fuzzy,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.16730,Um Sistema de Apoio à Decisão Baseado em Agentes para Tratamento de Ocorrências no Setor Elétrico,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.16996,"Identifying people who are talking about the same topic in social networks, even having a different cultural background",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.17679,Planejamento de um Serious Games Voltado para Saúde Bucal em Bebês,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.18244,Comparative Analyses of Power Consumption in Arithmetic Algorithms Implementation,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.19730,Detecção e Correção Automática de Estilos de Aprendizagem em Sistemas Adaptativos para Educação,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.20020,Sistema Pervasivo de Informação em Saúde Projetado para ser Programado pelo Usuário Clínico,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.20688,Protocolo de Leilões Simultâneos com Escalonamento: Aplicação ao Problema de Planejamento de Movimentações de Derivados de Petróleo,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.20816,Utilização do Caminhamento Aleatório na Identificação de Características de Documentos na Língua Portuguesa,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.21062,Uma Arquitetura Aberta e Orientada a Serviços para Softwares Assistentes Pessoais,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.21506,LTI Agent Rescue: A Partial Global Approach for Task Allocation in the RoboCup Rescue,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.21979,Estudo do Padrão Avançado de Criptografia AES – Advanced Encryption Standard,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.23471,Combinando Workflows e Semântica para Facilitar o Reuso de Software,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.25070,Common Dissimilarity Measures are Inappropriate for Time Series Clustering,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.25202,From UML to SIMULINK CAAM: Formal Specification and Transformation Analysis,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.25210,A Graph Grammar to Transform a Dataflow Graph into a Multithread Graph and its Application in Task Scheduling,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.25515,Métodos Computacionais e Estatísticos no Estudo das Ondas de Frequência dos Sinais Eletroencefalográficos e o Envelhecimento: uma Abordagem Através da Análise Linear do Discriminante,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.25646,Seleção Automática de Casos de Teste de Regressão Baseada em Similaridade e Valores,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.25720,Generating Integration Test Orders for Aspect Oriented Software with Multi-objective Algorithms,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.25803,"Compilação Just-In-Time: Histórico, Arquitetura, Princípios e Sistemas",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.25876,Aplicação de Modelos Intencionais e Sistemas Multiagentes para Estabelecer Políticas de Monitoração de Transparência de Software,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.25948,Um Sistema para Inspeções de Garantia da Qualidade Baseado em Ontologias e Agentes,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.25965,Avaliação de Desempenho da Política EBS para Escalonamento em Aplicações com Restrições de Máximo Tempo Médio de Resposta,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.26055,Uma introdução ao tema Recuperação de Informações Textuais,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.26211,Intrusion Detection in Unstructured Contexts Using On-line Clustering and Novelty Detection,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.26274,PColorAnt3-RT: Um Algoritmo ACO Paralelo para Coloração de Grafos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.26296,Decision making for a delivery robot through a fuzzy system,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.26421,"Serviços em Redes Futuras: Objetivos, Tecnologias e Comparação de Iniciativas",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.26629,Um Sistema de Realização Superficial para Geração de Textos em Português,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.26905,Deterministic and efficient minimal perfect hashing schemes,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.27556,Uma Abordagem para Jogos Bayesianos Fuzzy com base na  Probabilidade Fuzzy de Buckley,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.28371,Uma Avaliação do Esquema de Gerenciamento de Chave Baseado em Identidade Identity Key Management,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.29997,Simulação do Espalhamento da Influenza na Cidade de Cascavel-PR Utilizando Agentes Computacionais,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.30242,Independent learners in abstract traffic scenarios,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.30317,Aplicando Conceitos de Sistemas Multiagentes na Elaboração de um Jogo de Estratégia Simulado,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.30492,Extending the RoboCup Rescue to Support Stigmergy: Experiments and Results,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.31690,On the Influence of  Latent Semantic Analysis Parameterization for  Bug Localization,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.33065,Modelagem de Tráfego VoIP Utilizando Misturas Gaussianas Ajustadas por Algoritmo de Maximização de Esperança e Comprimento de Descrição Mínimo,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.36371,Aplicação de Modelos de Aprendizado Semissupervisionado na Classificação de Imagens de Sensoriamento Remoto,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.36756,"Prolog: A Linguagem, A Máquina Abstrata de Warren e Implementações",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.36801,Seleção de Transformações Baseada em Estatística,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.36851,Teste de Linha de Produto de Software Baseado em Mutação de Variabilidades,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.37349,Analysis of Using Metric Access Methods for Visual Search of Objects in Video Databases,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.37768,Filtragem Wavelet de Sinais Cardíacos através de Algoritmos Adaptativos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.37870,Uma Estratégia Baseada em Difusão de Informação para Determinação de Conteúdos Relevantes e Usuários Influentes em Redes Sociais,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.39702,Support Vector Machines and Kernel Functions for Text Processing,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.40202,Assessing the Semiotic Inspection Method – The Evaluators’ Perspective,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.40994,Expressiveness of Automatic Semantic Web Service Composition Approaches: A Survey based on Workﬂow Patterns,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.41936,Introdução aos Sistemas de Recomendação para Grupos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.43300,Seleção de Casos de Teste para Agentes Racionais,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.43468,XIRU: Interface de Rede Extensível para Integração de Núcleos a uma Rede-em-Chip,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.43510,Segurança em Redes-em-Chip:  Conceitos e Revisão do Estado da Arte,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.44199,O Teste de Mutação apoiado pelo Algoritmo Genético Coevolucionário com Classificação Genética Controlada,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.46848,Local Binary Patterns Applied to Breast Cancer Classification in Mammographies,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.47524,Comparativo entre o algoritmo de Luhn e o algoritmo GistSumm para sumarização de documentos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.47589,Do multiple sclerosis lesions affect the outcome of magnetic resonance image registration?,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.48184,Tutorial Sobre o Uso de Técnicas para Controle de Parâmetros em Algoritmos de Inteligência de Enxame e Computação Evolutiva,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.48395,Reconhecimento de Padrões em Tecnologia Portável – Um Estudo de Caso,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.49045,Predição do tráfego de rede de computadores usando redes neurais tradicionais e de aprendizagem profunda,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.49242,Predição de função de proteínas através da extração de características físico-químicas,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.49491,SciPy and OpenCV as an interactive computing environment for computer vision,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.49492,Visual Computing and Machine Learning Techniques for Digital Forensics,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.49694,Programação matemática e imersões métricas para aproximações em problemas de corte,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.50383,Proof Tactics for Theorem Proving  Graph  Grammars through Rodin,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.51121,QJava: A Monadic Java Library for Quantum Programming,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.51452,Deconvolução Cega Aplicada à Correção de Artefatos de Movimento em Imagens de Vídeo de Microscopia Intravital para Detecção Automática de Leucócitos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.51756,Software para Auxílio no Processo de Elaboração do Cariótipo,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.52511,Coverage Criteria for Set-Based Specifications,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.52609,Identificação de Viabilidade de Leveduras Com Corante Vital Utilizando Histogramas de Palavras Visuais em Imagens Coloridas,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.52963,Huginn for Jason: Uma arquitetura para agentes normativos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.53120,Abordagem Proativa para a Gestão Integrada dos Trabalhos de Projeto,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.53236,Estudo Comparativo entre as Redes Neurais Artificiais MLP e RBF para Previsão de Cheias em Curto Prazo,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.53751,Recuperação de modelos médicos por conteúdo usando Extrator Local de Área e Distância,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
