Status,Identified_Countries,Title,Affiliations,Address,Country,Location,Author,Publication Year
✅ Identified,"Brazil, Argentina",Utilização do Caminhamento Aleatório na Identificação de Características de Documentos na Língua Portuguesa,Centro Universitário de Belo Horizonte; Universidad Nacional de La Plata,"Centro Universitário de Belo Horizonte- UNI-BH; Departamento de Ciências Exatas , UNI-BH , Caixa Postal 9999; Departamento de Ciências Exatas, UNI-BH, Caixa Postal 9999",AR; BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Vagner Francisco Le Roy, Ana Paula Ladeira",2012.0
✅ Identified,Brazil,Uma Arquitetura Aberta e Orientada a Serviços para Softwares Assistentes Pessoais,Universidade Federal de Santa Catarina,"Departamento de Automação e Sistemas , Universidade Federal de Santa Catarina; Departamento de Automação e Sistemas, Universidade Federal de Santa Catarina; Universidade Federal de Santa Catarina - UFSC; Universidade Federal de Santa Catarina, UFSC",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Saulo Popov Zambiasi, Ricardo J. Rabelo",2012.0
✅ Identified,Brazil,LTI Agent Rescue: A Partial Global Approach for Task Allocation in the RoboCup Rescue,Universidade de São Paulo,Universidade de Sao Paulo#TAB#; Universidade de São Paulo,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"André Hahn Pereira, Luis G. Nardin, Jaime Simão Sichman",2012.0
✅ Identified,Brazil,Estudo do Padrão Avançado de Criptografia AES – Advanced Encryption Standard,Universidade Federal da Grande Dourados,"Universidade Federal da Grande                Dourados; Universidade Federal da Grande Dourados; Universidade Federal da Grande Dourados, UFGD; Universidade Federal da Grande Dourados- UFGD",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Diogo Fernando Trevisan, Rodrigo Sacchi, Lino Sanabria",2013.0
✅ Identified,Brazil,Combinando Workflows e Semântica para Facilitar o Reuso de Software,Universidade de São Paulo,Universidade de São Paulo,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luciano Antônio Digiampietri, Jônatas Correa Araújo, Éric Hainer Ostroski, Caio R. N. Santiago, José De Jésus Pérez Alcázar",2013.0
✅ Identified,"Brazil, Spain",Common Dissimilarity Measures are Inappropriate for Time Series Clustering,Institute of Mathematical Sciences; Universidade de São Paulo,Instituto de Ciências Matemáticas e de Computação - ICMC - USP; Universidade de São Paulo,BR; ES,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Cássio M. M. Pereira, Rodrigo Fernandes de Mello",2013.0
✅ Identified,Brazil,From UML to SIMULINK CAAM: Formal Specification and Transformation Analysis,Universidade Federal de Pelotas; Universidade Federal do Rio Grande do Sul,"Centro de Desenvolvimento Tecnológico, UFPEL, Caixa Postal 354 -Pelotas -RS; Universidade Federal de Pelotas; Universidade Federal do Rio Grande do Sul",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luciana Foss, Simone André da Costa Cavalheiro, Nícolas Nogueira Bisi, Vinícius Steffens Pazzini, Lisane Brisolara, Flávio Rech Wagner",2013.0
✅ Identified,Brazil,A Graph Grammar to Transform a Dataflow Graph into a Multithread Graph and its Application in Task Scheduling,Universidade Federal de Pelotas,Universidade Federal de Pelotas,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Cícero Augusto de S. Camargo, Simone André da Costa Cavalheiro, Luciana Foss, Gerson Geraldo H. Cavalheiro",2013.0
✅ Identified,Brazil,Métodos Computacionais e Estatísticos no Estudo das Ondas de Frequência dos Sinais Eletroencefalográficos e o Envelhecimento: uma Abordagem Através da Análise Linear do Discriminante,Universidade Federal de Uberlândia,Universidade Federal de Uberlândia (UFU),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Lilian Ribeiro Mendes de Paiva, Adriano Alves Pereira, Adriano de Oliveira Andrade",2013.0
✅ Identified,Brazil,Seleção Automática de Casos de Teste de Regressão Baseada em Similaridade e Valores,Universidade Federal de Campina Grande,Universidade Federal de Campina Grande,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Francisco Gomes Oliveira, Patrícia D. L. Machado",2013.0
✅ Identified,"Brazil, France",Generating Integration Test Orders for Aspect Oriented Software with Multi-objective Algorithms,Laboratoire d'Informatique de Paris-Nord; Universidade Estadual de Maringá; Universidade Federal do Paraná,"Computer Science Department, Federal University of Paraná (UFPR); Computer Science Department, State University of Maringá (UEM)",BR; FR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Wesley K. G. Assunção, Thelma Elita Colanzi, Sílvia Regina Vergílio, Aurora Pozo",2013.0
✅ Identified,Brazil,"Compilação Just-In-Time: Histórico, Arquitetura, Princípios e Sistemas",Universidade Estadual de Maringá,Universidade Estadual de Maringá,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"George Souza Oliveira, Anderson Faustino da Silva",2013.0
✅ Identified,Brazil,Aplicação de Modelos Intencionais e Sistemas Multiagentes para Estabelecer Políticas de Monitoração de Transparência de Software,Pontifícia Universidade Católica do Rio de Janeiro; Universidade Federal Rural do Rio de Janeiro,"Pontifícia Universidade Católica do Rio de Janeiro/Departamento de Informática; Universidade Federal Rural do Rio de Janeiro/Departamento de Matemática

Pontifícia Universidade Católica do Rio de Janeiro/Departamento de Informática; Universidade Federal Rural do Rio de Janeiro/Departamento de Matemática#R##N##R##N#Pontifícia Universidade Católica do Rio de Janeiro/Departamento de Informática",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"André Luiz de Castro Leal, Henrique Prado Sousa, Julio César Sampaio do Prado Leite, Carlos Lucena",2013.0
✅ Identified,Brazil,Um Sistema para Inspeções de Garantia da Qualidade Baseado em Ontologias e Agentes,Universidade Federal de Alagoas; Universidade Federal do Pampa; Universidade do Vale do Rio dos Sinos,Universidade Federal de Alagoas; Universidade Federal do Pampa; Universidade do Vale do Rio dos Sinos,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"João Pablo Silva da Silva, Pablo Dall'Oglio, Sérgio Crespo Coelho da Silva Pinto, Ig Ibert Bittencourt",2013.0
✅ Identified,Brazil,Avaliação de Desempenho da Política EBS para Escalonamento em Aplicações com Restrições de Máximo Tempo Médio de Resposta,Universidade de São Paulo,Universidade de São Paulo,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Alessandro Nakamuta, Lourenço Alves Pereira, Francisco José Monaco",2014.0
⚠️ Missing,❌ None,Uma introdução ao tema Recuperação de Informações Textuais,Faculdade de Tecnologia Bandeirantes,Faculdade de Tecnologia Bandeirantes,,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Fabrício J. Barth,2013.0
⚠️ Missing,❌ None,Intrusion Detection in Unstructured Contexts Using On-line Clustering and Novelty Detection,,,,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Eduardo Alves Ferreira, Rodrigo Fernandes de Mello",2013.0
✅ Identified,Brazil,PColorAnt3-RT: Um Algoritmo ACO Paralelo para Coloração de Grafos,Hospital de Clínicas da Unicamp; Universidade Estadual de Campinas (UNICAMP); Universidade Estadual de Maringá,UNICAMP; Universidade Estadual de Maringá,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Carla Négri Lintzmayer, Mauro Henrique Mulati, Anderson Faustino da Silva",2013.0
✅ Identified,Brazil,Decision making for a delivery robot through a fuzzy system,Brazilian Society of Computational and Applied Mathematics,Instituto de Ciências Matemáticas e de Computação - USP São Carlos,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Murillo Rehder Batista, Roseli Aparecida Francelin Romero",2013.0
✅ Identified,Brazil,"Serviços em Redes Futuras: Objetivos, Tecnologias e Comparação de Iniciativas",National Institute of Telecommunications,INATEL; Instituto Nacional de Telecomunicações - INATEL,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Rodrigo Brandão, Agostinho Manuel Vaz, Antônio Marcos Alberti",2013.0
✅ Identified,Brazil,Um Sistema de Realização Superficial para Geração de Textos em Português,Universidade de São Paulo,"Universidade de São Paulo
Escola de Artes, Ciências e Humanidades; Universidade de São Paulo (USP)
Escola de Artes, Ciências e Humanidades (EACH)",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Douglas Fernandes Pereira da Silva, Eder Miranda de Novais, Ivandré Paraboni",2013.0
✅ Identified,Brazil,Deterministic and efficient minimal perfect hashing schemes,Universidade Federal do ABC; Universidade Federal do Paraná,Universidade Federal do ABC; Universidade Federal do Paraná,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Leandro M. Zatesko, Jair Donadelli",2013.0
✅ Identified,Brazil,Uma Abordagem para Jogos Bayesianos Fuzzy com base na Probabilidade Fuzzy de Buckley,Universidade Federal do Rio Grande,Universidade  Federal do Rio Grande; Universidade Federal do Rio Grande,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Tiago Cruz Asmus, Graçaliz Pereira Dimuro",2013.0
✅ Identified,Brazil,Uma Avaliação do Esquema de Gerenciamento de Chave Baseado em Identidade Identity Key Management,Instituto Federal Catarinense; Universidade Federal do Paraná,Instituto Federal Catarinense; Universidade Federal do Paraná,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Eduardo da Silva, Luiz Carlos Pessoa Albini, Murilo W. S. Lima",2013.0
✅ Identified,Brazil,Simulação do Espalhamento da Influenza na Cidade de Cascavel-PR Utilizando Agentes Computacionais,Universidade Estadual do Oeste do Paraná,Universidade Estadual do Oeste do Paraná,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Marcos Paulo Nicoletti, Claudia Brandelero Rizzi, Rogério Luís Rizzi",2013.0
✅ Identified,Brazil,Independent learners in abstract traffic scenarios,Universidade Federal do Rio Grande do Sul,Universidade Federal do Rio Grande do Sul,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Anderson Rocha Tavares, Ana L. C. Bazzan",2013.0
✅ Identified,Brazil,Aplicando Conceitos de Sistemas Multiagentes na Elaboração de um Jogo de Estratégia Simulado,Polydoro Ernani de São Thiago University Hospital; Universidade Federal de Santa Catarina,"Introdução O paradigma de agentes tem sido cada vez mais utilizado pelos desenvolvedores de jogos. As características dos agentes, como autonomia,; Programa de Pós-Graduação em Engenharia de Automação e Sistemas, UFSC, Caixa Postal 476, CEP 88040-900; UFSC",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"José Rodrigo Neri, Maicon Rafael Zatelli, Daniela Maria Uez, Rafael Frizzo Callegaro",2013.0
✅ Identified,Brazil,Extending the RoboCup Rescue to Support Stigmergy: Experiments and Results,Universidade do Estado de Santa Catarina,Universidade do Estado de Santa Catarina (UDESC),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Fernando dos Santos, Gabriel Rigo da Cruz Jacobsen, Carlos Alberto Barth",2013.0
✅ Identified,Brazil,On the Influence of Latent Semantic Analysis Parameterization for Bug Localization,Universidade Federal de Uberlândia,Universidade Federal de Uberlândia,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Marcelo de Almeida Maia, Allysson Costa e Silva, Ilmério Reis da Silva",2013.0
✅ Identified,Brazil,Modelagem de Tráfego VoIP Utilizando Misturas Gaussianas Ajustadas por Algoritmo de Maximização de Esperança e Comprimento de Descrição Mínimo,Universidade Federal de Goiás,"Escola de Engenharia Elétrica, Mecânica e de Computação (EMC); Universidade Federal de Goiás",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Cheila Mendes de Oliveira, Rosana De Paula Lucas, Flávio Henrique Teles Vieira",2013.0
✅ Identified,Brazil,Aplicação de Modelos de Aprendizado Semissupervisionado na Classificação de Imagens de Sensoriamento Remoto,Instituto Nacional de Pesquisas Espaciais,Instituto Nacional de Pesquisas Espaciais/Divisão de Processamento de Imagens,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Rogério Galante Negri, Sidnei J. S. Sant’Anna, Luciano Vieira Dutra",2013.0
✅ Identified,Brazil,"Prolog: A Linguagem, A Máquina Abstrata de Warren e Implementações",Universidade Estadual de Maringá,Universidade Estadual de Maringá,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"George Souza Oliveira, Anderson Faustino da Silva",2013.0
✅ Identified,Brazil,Seleção de Transformações Baseada em Estatística,Universidade Estadual de Maringá,Universidade Estadual de Maringá,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Ewerton Daniel de Lima, Tiago Xavier, Anderson Faustino da Silva",2013.0
✅ Identified,Brazil,Teste de Linha de Produto de Software Baseado em Mutação de Variabilidades,Universidade Estadual do Centro-Oeste; Universidade Federal do Paraná,Universidade Estadual do Centro-Oeste - UNICENTRO; Universidade Federal do Paraná - UFPR,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Marcos Antonio Quináia, Johnny Maikeo Ferreira, Sílvia Regina Vergílio",2014.0
✅ Identified,Brazil,Analysis of Using Metric Access Methods for Visual Search of Objects in Video Databases,Hospital das Clínicas da Universidade Federal de Minas Gerais; Pontifícia Universidade Católica de Minas Gerais,DCC / UFMG; ICEI / PUC Minas,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Henrique Batista da Silva, Zenilton K. G. Patrocínio, Silvio Jamil F. Guimarães",2014.0
✅ Identified,Brazil,Filtragem Wavelet de Sinais Cardíacos através de Algoritmos Adaptativos,Universidade Federal de Santa Maria,"Universidade Federal de Santa Maria
PPGI - LANA - GMICRO; Universidade Federal de Santa Maria - LANA - PPGI; Universidade Federal de Santa Maria#R##N#PPGI - LANA - GMICRO",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Guilherme Perin, Alice Kozakevicius",2013.0
✅ Identified,United States,Uma Estratégia Baseada em Difusão de Informação para Determinação de Conteúdos Relevantes e Usuários Influentes em Redes Sociais,"University of California, Santa Barbara","Computer Science Department – University of California, Sa
nta Barbara; Departamento de Ciência da Computação – Universidade  Federal de Minas Gerais",US,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Hérico Valiati, Arlei Silva, Sara Guimarães, Wagner Meira",2013.0
✅ Identified,Brazil,Support Vector Machines and Kernel Functions for Text Processing,Universidade Tecnológica Federal do Paraná,"Informatics Department
Federal University of Technology - Paraná - UTFPR
Av. Sete de Setembro, 3165
Curitiba, Paraná - Brazil
80.230-901
Phone: +55 (41) 3310-4644
Fax: +55 (41) 3310-4646; Informatics Department#R##N#Federal University of Technology - Paraná - UTFPR#R##N#Av. Sete de Setembro, 3165#R##N#Curitiba, Paraná - Brazil#R##N#80.230-901#R##N#Phone: +55 (41) 3310-4644#R##N#Fax: +55 (41) 3310-4646",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Celso A. A. Kaestner,2013.0
✅ Identified,Brazil,Assessing the Semiotic Inspection Method – The Evaluators’ Perspective,Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Soraia Reis, Raquel Oliveira Prates",2013.0
✅ Identified,Brazil,Expressiveness of Automatic Semantic Web Service Composition Approaches: A Survey based on Workﬂow Patterns,Universidade Tecnológica Federal do Paraná,Universidade Tecnológica Federal do Paraná,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Evando Carlos Pessini,2014.0
✅ Identified,Brazil,Introdução aos Sistemas de Recomendação para Grupos,Universidade Federal de Sergipe,"Universidade Federal de Sergipe
Departamento de Computação (DCOMP/CCET/UFS)",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Lucas Resende de Carvalho, Hendrik Macedo",2014.0
✅ Identified,Brazil,Seleção de Casos de Teste para Agentes Racionais,Universidade Estadual do Ceará,"IFCE; UECE; Universidade Estadual do Ceará, UECE, Caixa Postal 60.740-903",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Raquel Silveira, Gustavo Lima de Campos, Mariela I. Cortés",2014.0
✅ Identified,Brazil,XIRU: Interface de Rede Extensível para Integração de Núcleos a uma Rede-em-Chip,Universidade do Vale do Itajaí,Universidade do Vale do Itajaí,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Douglas R. Melo, Michelle Silva Wangham, Cesar Albenes Zeferino",2014.0
✅ Identified,Brazil,Segurança em Redes-em-Chip: Conceitos e Revisão do Estado da Arte,Universidade do Vale do Itajaí,Universidade do Vale do Itajaí,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Cesar Albenes Zeferino, Sidnei Baron, Michelle Silva Wangham",2014.0
✅ Identified,Brazil,O Teste de Mutação apoiado pelo Algoritmo Genético Coevolucionário com Classificação Genética Controlada,Universidade Federal de Goiás,"Algoritmo Coevolucionário com Classificação Genética Controlada. Para ana-lisar; Mutação. Desse campo de estudo, selecionaram-se e avaliaram-se; Uiversidade Federal de Goiás; do algoritmo proposto com outros três métodos aplicados em; melhora significativa do AGC -CGC sobre as outras",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"André Assis Lôbo de Oliveira, Celso G. Camilo-Junior, Auri Marcelo Rizzo Vincenzi",2014.0
✅ Identified,Brazil,Local Binary Patterns Applied to Breast Cancer Classification in Mammographies,Universidade Estadual da Paraíba; Universidade Federal de Campina Grande,Universidade Estadual Da Paraiba; Universidade Estadual da Paraíba; Universidade Federal De Campina Grande; Universidade Federal de Campina Grande,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Eanes Torres Pereira, Sidney Pimentel Eleutério, João Marques Carvalho",2014.0
✅ Identified,Brazil,Comparativo entre o algoritmo de Luhn e o algoritmo GistSumm para sumarização de documentos,Universidade do Contestado,Grupo de Pesquisa de Inteligência Computacional. Universidade do Contestado -UnC; UNC; Universidade do Contestado,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"E Muller, Jones Granatyr, Otto Robert Lessing",2015.0
✅ Identified,Brazil,Do multiple sclerosis lesions affect the outcome of magnetic resonance image registration?,Universidade Federal de São Carlos,UFSCAR,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Paulo Guilherme de Lima Freire, Ricardo J. Ferrari",2014.0
✅ Identified,Brazil,Tutorial Sobre o Uso de Técnicas para Controle de Parâmetros em Algoritmos de Inteligência de Enxame e Computação Evolutiva,Universidade do Estado de Santa Catarina,Universidade do Estado de Santa Catarina (UDESC; Universidade do Estado de Santa Catarina - UDESC,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Leanderson André, Rafael Stubs Parpinelli",2014.0
✅ Identified,Brazil,Reconhecimento de Padrões em Tecnologia Portável – Um Estudo de Caso,Universidade Estadual de Ponta Grossa,Universidade Estadual de Ponta Grossa,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Geisla de Albuquerque Melo, Ivo Mário Mathias, Ariângelo Hauer Dias",2015.0
✅ Identified,Brazil,Predição do tráfego de rede de computadores usando redes neurais tradicionais e de aprendizagem profunda,Universidade Federal de Uberlândia,Universidade Federal de Uberlândia,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Tiago Prado Oliveira, Jamil Salém Barbar, Alexsandro Santos Soares",2015.0
✅ Identified,Brazil,Predição de função de proteínas através da extração de características físico-químicas,Pontifícia Universidade Católica de Minas Gerais,"Instituto de Ciências Exatas e Informática Pontifícia Universidade Católica de Minas Gerais Belo Horizonte , Brasil; Instituto de Ciências Exatas e Informática Pontifícia Universidade Católica de Minas Gerais Belo Horizonte, Brasil; PUC -Minas; PUC MINAS; Pontifícia Universidade Católica de Minas Gerais; Pontifícia Universidade católica de Minas Gerais",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Thiago Assis De Oliveira Rodrigues, Larissa Fernandes Leijôto, Poliane C. Oliveira Brandão, Cristiane Neri Nobre",2015.0
✅ Identified,Brazil,SciPy and OpenCV as an interactive computing environment for computer vision,Brazilian Agricultural Research Corporation,EMBRAPA Agricultural Informatics; Embrapa Agricultural Informatics,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Thiago Teixeira Santos,2015.0
✅ Identified,Brazil,Visual Computing and Machine Learning Techniques for Digital Forensics,Universidade Estadual de Campinas (UNICAMP),University of Campinas; University of Campinas;,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Tiago Carvalho, Hélio Pedrini, Anderson de Rezende Rocha",2015.0
✅ Identified,Brazil,Programação matemática e imersões métricas para aproximações em problemas de corte,Universidade Federal do Paraná,Universidade Federal do Paraná (UFPR); Universidade Federal do Paraná [UFPR],BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Santiago Viertel, André L. Vignatti",2015.0
⚠️ Missing,❌ None,Proof Tactics for Theorem Proving Graph Grammars through Rodin,Cal Cn Main,Cal Cn Main,,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luiz Carlos Lemor, Simone André da Costa Cavalheiro, Luciana Foss",2015.0
✅ Identified,Brazil,QJava: A Monadic Java Library for Quantum Programming,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina; Universidade Federal de Santa Maria",Instituto Federal de Santa Catarina; Universidade Federal de Santa Maria,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Juliana Kaizer Vizzotto, Bruno Crestani Calegaro",2015.0
✅ Identified,Brazil,Deconvolução Cega Aplicada à Correção de Artefatos de Movimento em Imagens de Vídeo de Microscopia Intravital para Detecção Automática de Leucócitos,Universidade Federal de Minas Gerais; Universidade Federal de São Carlos,Universidade Federal de Minas Gerais (UFMG); Universidade Federal de São Carlos (UFSCar),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Carlos Henrique Villa Pinto, Bruno C. Gregório da Silva, Paulo Guilherme de Lima Freire, Danielle Bernardes, Juliana Carvalho‐Tavares, Ricardo J. Ferrari",2015.0
✅ Identified,Brazil,Software para Auxílio no Processo de Elaboração do Cariótipo,Universidade Franciscana,Centro Universitário Franciscano,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Guilherme Chagas Kurtz, Gustavo Stangherlin Cantarelli, Michele Rorato Sagrillo, Fernando Gomes Pires",2015.0
✅ Identified,Argentina,Coverage Criteria for Set-Based Specifications,Centro Internacional Franco-Argentino de Ciencias de la Información y de Sistemas; National University of Rosario; Universitas Ngurah Rai,"CIFASIS and UNR; LSIS-CIFASIS; UNR; UNR, Rosario Argentina",AR; ID,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Maximiliano Cristiá, Joaquín Cuenca, Claudia Frydman",2015.0
✅ Identified,Brazil,Identificação de Viabilidade de Leveduras Com Corante Vital Utilizando Histogramas de Palavras Visuais em Imagens Coloridas,Universidade Católica Dom Bosco; Universidade Federal da Grande Dourados; Universidade Federal de Mato Grosso do Sul,"Universidade Católica de Dom Bosco - UCDB; Universidade Federal da Grande Dourados
Faculdade de Ciências Exatas e Tecnologia
Curso de Sistemas de Informação; Universidade Federal de Mato Grosso do Sul",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Junior Silva Souza, Hemerson Pistori, Marney Pascoli Cereda, Wesley Nunes Gonçalves, Valguima Odakura",2015.0
✅ Identified,Brazil,Huginn for Jason: Uma arquitetura para agentes normativos,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Tiago Luiz Schmitz, Jomi Fred Hübner",2015.0
✅ Identified,Brazil,Abordagem Proativa para a Gestão Integrada dos Trabalhos de Projeto,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará; Instituto Federal do Maranhão; Universidade Estadual do Ceará","Instituto Federal de Educação do Maranhão; Instituto Federal de Educação, Ciência e Tecnologia do Ceará; Universidade Estadual do Ceará",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Nécio L. Veras, Mariela I. Cortés, Anderson C. P. Queiroz, Leandro L. C. de Souza",2015.0
✅ Identified,Brazil,Estudo Comparativo entre as Redes Neurais Artificiais MLP e RBF para Previsão de Cheias em Curto Prazo,Instituto Federal Catarinense; Universidade do Vale do Itajaí,Instituto Federal Catarinense; UNIVALI,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Daniel Gomes Soares, Raimundo Celeste Ghizoni Teive",2015.0
✅ Identified,Brazil,Recuperação de modelos médicos por conteúdo usando Extrator Local de Área e Distância,Universidade Politecnica; Universidade de São Paulo,Escola Politécnica (POLI-USP); Escola de Artes Ciências e Humanidades - Universidade de São Paulo (EACH-USP),BR; MZ,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Pedro Henrique Morais Delmondes, Leila Cristina Carneiro Bergamasco, Fátima L. S. Nunes",2015.0
✅ Identified,"Brazil, France",Linguagens de consulta para bases de dados em grafos: um mapeamento sistemático,Universidade Federal do Rio Grande do Norte; Université d'Orléans,"Universidade Federal do Rio Grande do Norte, DIMAp; Université d'Orléans, LIFO",BR; FR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Simone de Oliveira Santos, Martín A. Musicante, Mírian Halfeld Ferrari",2016.0
✅ Identified,Brazil,Classificador de imagens de pulmão utilizando wavelets de Haar e distância de Mahalanobis,Universidade Federal de Santa Maria,Universidade Federal de Santa Maria,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Rafaelo Pinheiro da Rosa, Marcelo Arrais Porto, Alice Kozakevicius",2015.0
✅ Identified,Brazil,Evolução Diferencial com ensemble de Operadores de Mutação em GPGPUs para o Despacho Econômico de Energia Elétrica,Universidade Estadual do Centro-Oeste,Universidade Estadual do Centro-Oeste - UNICENTRO,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Gustavo H. Czaikoski, Paulo Roberto Urio, Richard A. Gonçalves, Carolina P. Almeida, Josiel N. Kuk, Sandra M. Venske",2016.0
✅ Identified,Brazil,O Potencial do Uso de Estimativas de Desempenho na Exploração de Conjuntos de Otimizações,Universidade Estadual de Maringá,Universidade Estadual de Maringá,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Anderson Faustino da Silva, Vanderson Martins Rosario",2015.0
✅ Identified,Brazil,Detecção de Tubos em Imagens Radiográficas Digitais,Instituto Federal do Paraná; Universidade Tecnológica Federal do Paraná,Instituto Federal do Paraná - IFPR / Universidade Tecnológica Federal do Paraná - UTFPR; Universidade Tecnológica Federal do Paraná - UTFPR,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Márlon de Oliveira Vaz, Tânia Mezzadri Centeno, Myrian Regattieri Delgado",2016.0
✅ Identified,Brazil,Automating mobile application development: UML-based code generation for Android and Windows Phone,Universidade Federal de Pelotas; Universidade Federal do Rio Grande do Sul,UFPel; UFRGS; Universidade Federal de Pelotas,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Abilio G. Parada, Milena Rota Sena Marques, Lisane Brisolara",2015.0
