DOI,Title,Author,OpenAlex ID,Abstract,Article References,Times Cited,Publication Year,Publisher,Keywords,Affiliations,Country,Document Type,Language,Open Access,Funding,Concepts,Source File,unified_topic,topic_confidence,secondary_topic
10.22456/2175-2745.150924,Poultry Detection on Hooks in Meat Processing Plant Production Lines,"Leonardo dos Santos Valejo, Marlon Marcon, André Roberto Ortoncelli",W7135072543,"This study focuses on automating chicken production monitoring in a meatpacking plant, applying YOLO to detect birds on hooks on production lines. We detect two objects in authentic images: a chicken (birds hanging on the hook) and a hook (the metal support structure). By counting these objects in videos, we can monitor daily production and identify faults on the production line. We annotated 400 images for the experiment and used 320 to train seven YOLO versions, including lightweight variants (nano, tiny, and small) optimized for low-end devices. In testing, YOLOv9-tiny achieved 0.9967 precision but had lower recall than other experimental instances. YOLOv11-nano achieved an F1-score of 0.9924 and a mAP@50 of 0.9947, standing out in detection quality. Despite minor differences, the results were close for the YOLO versions analyzed, demonstrating a considerable ability to predict the analyzed objects.",,0.0,2026.0,Federal University of Rio Grande do Sul,Hook; Production (economics); Production line; Object detection; Production model,Universidade Tecnológica Federal do Paraná,BR,Article,EN,True,,Hook; Production (economics); Production line; Artificial intelligence; Computer vision; Object detection; Computer science; Production model; Engineering; Biology; Key (lock); Image processing; Environmental science,articles-RITA-20260617-dointext.csv,2,1.0,
10.22456/2175-2745.150926,Livestock Fish Larvae Counting using DETR and YOLO based Deep Networks,"Daniel Ortega de Carvalho, Luiz Felipe Teodoro Monteiro, Fernanda Marques Bazilio, Gabriel Toshio Hirokawa Higa, Hemerson Pistori",W7143505130,"Counting fish larvae is an important yet demanding task in aquaculture. In this work, we evaluate four neural networks, including convolutional and transformer-based architectures, in different sizes, in this counting task. We present a new annotated image dataset with less data collection requirements than preceding works, with images of spotted sorubim and dourado larvae. We also combined the neural networks with a tiling technique, in order to improve the counting performance, and performed a comprehensive experimental evaluation on the methods. We achieve a MAPE of 4.46% (± 4.70) with an extra large real-time detection transformer, and 4.71% (± 4.98) with a medium-sized YOLOv8. The results indicate the feasibility of using deep learning to count spotted sorubim and dourado larvae, which may become an important tool to enhance the efficiency of aquaculture farms that deal with these species.",,0.0,2026.0,Universidade Federal do Rio Grande do Sul,Convolutional neural network; Fish <Actinopterygii>; Task (project management); Deep learning; Artificial neural network; Larva,Universidade Católica Dom Bosco,BR,Article,EN,True,,Convolutional neural network; Artificial intelligence; Fish <Actinopterygii>; Biology; Task (project management); Deep learning; Computer science; Artificial neural network; Larva; Aquaculture; Fishery; Machine learning; Fish larvae; Deep neural networks; Livestock; Pattern recognition (psychology); Training set; Statistics; Ecology,articles-RITA-20260617-dointext.csv,2,1.0,
10.22456/2175-2745.150929,Radiomics for the Classification of Radiological Patterns in Computed Tomography,"Heloísa Dias Viotto, Felipe Duarte Silva, Guilherme Eduardo Gonçalves da Silva, Heloisa de Oliveira Pinho, Ricardo Quer do Nascimento Filho, Lucas Ferrari de Oliveira",W7135090587,"Pulmonary diseases are a major issue today, being one of the leading causes of death worldwide. Because of this, it is essential to develop methods to improve their diagnosis. This study arises from this problem, with the aim of identifying radiomic features in Computed Tomography (CT) and to evaluate the performance of different machine learning algorithms, including KNN, SVM, RF, and MLP. The results obtained show satisfactory values, with specificity standing out. SVM had the best performance with, with a mean specificity of 96.25% and a mean sensitivity of 85.05% both with a small standard deviation.",,0.0,2026.0,Federal University of Rio Grande do Sul,Radiomics; Computed tomography; Radiological weapon; Support vector machine; Medical imaging,Universidade Federal do Paraná,BR,Article,EN,True,,Radiomics; Computed tomography; Medicine; Radiological weapon; Artificial intelligence; Support vector machine; Radiology; Nuclear medicine; Computer science; Medical imaging; Pattern recognition (psychology); Diagnostic accuracy; Tomography,articles-RITA-20260617-dointext.csv,1,0.5,2.0
10.22456/2175-2745.150930,Exploratory Study on Mastitis Identification in Bovine Udders Using Thermography,"Víctor Emmanuel Olmi Louzada, Matheus de Freitas Oliveira Baffa, Sandra Helena Gabaldi Wolf, Isabele Pessoa Ribeiro, Lucas Grassano Lattari",W7135050082,"Subclinical mastitis is one of the most prevalent and costly diseases in dairy farming, being laborious to detect by traditional methods. This exploratory study proposes a computational system for the early identification of subclinical mastitis in cattle by integrating infrared thermography (IRT) and machine learning (ML) algorithms. From thermal images of udders from Girolando and Jersey cows, 226 shape, texture, and statistical features were extracted. Various ML classifiers were evaluated, with emphasis on SVM models with polynomial and RBF kernels, which achieved AUC values around 97%, demonstrating a high ability to discriminate between healthy and diseased animals. The Extra Trees model reached 100% sensitivity, demonstrating IRT as a promising screening tool. The results validate IRT combined with ML as a non-invasive, low-cost, and automatable approach for monitoring herd health.",,0.0,2026.0,Universidade Federal do Rio Grande do Sul,Thermography; Identification (biology); Mastitis; Subclinical infection; Support vector machine; Pattern recognition (psychology),Hospital Universitário da Universidade de São Paulo; Instituto Federal do Sudeste de Minas Gerais,BR,Article,EN,True,,Thermography; Identification (biology); Mastitis; Subclinical infection; Artificial intelligence; Support vector machine; Machine learning; Pattern recognition (psychology); Herd; Statistical analysis; Dairy cattle; Medicine; Computer science,articles-RITA-20260617-dointext.csv,1,0.5,2.0
10.22456/2175-2745.150932,Performance Evaluation of Low-Cost 3D Scanning Techniques,"Bruno Castro, André Roberto Ortoncelli, Marlon Marcon",W7135072277,"This study evaluates the performance of three low-cost 3D scanning techniques: structured light sensors (using a Kinect and a CR-Scan Ferret) and photogrammetry, to capture 3D-printed physical models. The research compares the resulting 3D models with the original digital models to assess each technique's accuracy and the effectiveness of low-cost methods. The study’s workflow involved printing four 3D models, scanning them, and comparing the models using similarity metrics like Hausdorff distance, RMSE, and Chamfer distance. The CR-Scan Ferret generally outperformed the other methods, particularly in capturing detail. However, it sometimes produced gaps that required filling. Photogrammetry was a viable alternative, excelling at preserving object shapes without creating gaps. The Kinect, while accessible, consistently delivered the lowest performance, struggling to reproduce object details and forms accurately.",,0.0,2026.0,Federal University of Rio Grande do Sul,3d scanning; Workflow; Photogrammetry; Object (grammar); Hausdorff distance; 3d model; Chamfer (geometry); Similarity (geometry),Universidade Tecnológica Federal do Paraná,BR,Article,EN,True,,3d scanning; Artificial intelligence; Workflow; Computer vision; Computer science; Photogrammetry; Object (grammar); Hausdorff distance; 3d model; Chamfer (geometry); Computer graphics (images); Similarity (geometry); Structured light; 3d printed; Engineering drawing; Laser scanning; Pattern recognition (psychology); Engineering; Active appearance model; Visualization; CAD; Profilometer; Texture (cosmology); Dimension (graph theory); 3D printing; Solid modeling,articles-RITA-20260617-dointext.csv,4,0.5,2.0
10.22456/2175-2745.150936,SAR Images Despeckling Using Convolutional Neural Networks with Stochastic Distances,"Pedro Henrique Salles Arouck de Souza, José Hiroki Saito, Francisco Fambrini",W7135095541,"This work presents a study on speckle noise filtering in SAR images using convolutional neural networks. The objective is to develop an accessible and efficient solution to improve the quality of images degraded by this type of noise, facilitating their analysis and interpretation. The proposed methodology involves the using synthetic SAR-like data, the training of a convolutional neural network, and the evaluation of results using traditional metrics such as PSNR and SSIM. Additionally, stochastic distances were integrated into the loss function of the convolutional neural network, enabling a more detailed analysis of the preservation of the statistical properties of the filtered images. The results indicate that the model effectively reduces speckle noise while preserving the structural details of the image. Furthermore, comparisons with recent studies on the topic showed that the proposed solution achieves competitive performance.",,0.0,2026.0,Federal University of Rio Grande do Sul,Convolutional neural network; Pattern recognition (psychology); Speckle pattern; Speckle noise; Noise (video); Synthetic aperture radar; Image (mathematics); Image quality,Universidade Estadual Paulista (Unesp); Universitario Francisco de Asís,BR; UY,Article,EN,True,,Convolutional neural network; Computer science; Artificial intelligence; Pattern recognition (psychology); Speckle pattern; Speckle noise; Noise (video); Synthetic aperture radar; Image (mathematics); Computer vision; Image quality; Artificial neural network; Statistical model; Image processing; Noise reduction; Metric (unit); Signal-to-noise ratio (imaging); Function (biology); Quality (philosophy),articles-RITA-20260617-dointext.csv,1,0.5,2.0
10.22456/2175-2745.150939,Sign Language Segmentation Models and Their Impact on Automatic Translation Systems,"Jéssica Luiza Ferreira Ramos, Michel Melo da Silva, Mario Fernando Montenegro Campos",W7135037539,"This work investigates automatic segmentation of Brazilian Sign Language videos for translation systems, addressing challenges of the visual-spatial modality of signed languages. We introduce the JW-Bible-Libras dataset, the largest resource for this task, and evaluate two segmentation approaches: Optical Flow-based models and Spatio-Temporal Graph Convolutional Networks (ST-GCN). Segmentation performance is analyzed both intrinsically and in relation to downstream translation using the gloss-free Sign2GPT architecture. Results show that the nine-layer ST-GCN with bidirectional LSTM achieves the best segmentation results (F1: 0.7358, IoU: 0.5820), while the unidirectional variant yields the strongest translation scores (BLEU1: 9.31, ROUGE: 9.49). Notably, a simple heuristic based on average sentence duration performs competitively, highlighting the gap between segmentation accuracy and translation quality. Our findings demonstrate the importance of segmentation strategies while revealing opportunities for integrating linguistic cues and boundary-aware learning to advance sign language translation.",,0.0,2026.0,Federal University of Rio Grande do Sul,Segmentation; Translation (biology); Sign language; Machine translation; Sentence; Sign (mathematics); Relation (database),Universidade Federal de Minas Gerais; Universidade Federal de Viçosa,BR,Article,EN,True,,Segmentation; Computer science; Artificial intelligence; Translation (biology); Sign language; Machine translation; Natural language processing; Sentence; Sign (mathematics); Relation (database); Graph; Heuristic; Pattern recognition (psychology); Modality (human–computer interaction); Image segmentation; Speech recognition; Computer vision; Contrast (vision); Machine learning,articles-RITA-20260617-dointext.csv,1,0.5,3.0
10.22456/2175-2745.150940,Comparative Evaluation of YOLO-family Detectors for Pig Detection in Precision Livestock Systems,"Marcos Vinicius Mendes Faria, Thiago Meireles Paixão, Francisco de Assis Boldt",W7135019037,"Precision Livestock Farming (PLF) delivers technological solutions for modern pork production, where real-time monitoring is vital for animal health and welfare. Object detection models are key in PLF, yet comprehensive baselines for recent architectures on specialized datasets remain limited. This study benchmarks two state-of-the-art models, YOLOv8 and YOLOv12, across five sizes (nano to extra-large) for pig detection using the public PigLife dataset. Ten models were fine-tuned and evaluated with standard COCO metrics. Results show that while accuracy improves with model size, gains diminish with larger models. The YOLOv8m, with 25.9 million parameters, achieved a near-peak mean Average Precision (mAP) of 91.8%. This work establishes a new benchmark on PigLife, surpassing previous results, and highlights the trade-off between YOLOv8’s higher accuracy and YOLOv12’s parameter efficiency.",,0.0,2026.0,Federal University of Rio Grande do Sul,Benchmark (surveying); Key (lock); Livestock; Detector; Precision agriculture; Work (physics),,,Article,EN,True,,Benchmark (surveying); Computer science; Key (lock); Livestock; Detector; Precision agriculture; Work (physics); Data mining; Object detection; Accuracy and precision; Animal health; Machine learning,articles-RITA-20260617-dointext.csv,2,1.0,
10.22456/2175-2745.150941,Improving Image Classification through Active Learning and Pseudo-Labeling in Vision-Language Models,"Willian P. Amorim, Cid Adinam Nogueira Santos, Priscila T. M. Saito",W7143452343,"Visual Language Models (VLMs) combine natural language processing and computer vision to interpret multimodal data, such as images and text, showing great potential in image classification applications. This paper investigates the integration of Active Learning (AL) and pseudo-labeling techniques with VLMs to improve image classification in various domains. To achieve this, five AL strategies (Random Sampling, Uncertainty Sampling, Margin Sampling, Entropy Sampling, and Query-by-Committee) and three pseudo-labeling approaches (Direct, Confidence Threshold, and Feature Similarity) were evaluated iteratively. The results demonstrate that the combination of active learning and pseudo-labeling can achieve promising results, in addition to full class coverage in a few iterations. We conclude that the integration of AL with feature similarity-based pseudo-labeling offers a robust and efficient solution for image classification in limited-data scenarios, promoting high accuracy, class representativeness, and the reduction of propagation errors, with potential for applications in critical domains like healthcare and industry.",,0.0,2026.0,Federal University of Rio Grande do Sul,Contextual image classification; Margin (machine learning); Active learning (machine learning); Pattern recognition (psychology); Class (philosophy); Feature (linguistics); Entropy (arrow of time); Image (mathematics); Feature extraction,Instituto de Pesca; Universidade Federal da Grande Dourados; Universidade Federal de São Carlos,BR,Article,EN,True,,Computer science; Artificial intelligence; Contextual image classification; Margin (machine learning); Active learning (machine learning); Pattern recognition (psychology); Machine learning; Class (philosophy); Feature (linguistics); Entropy (arrow of time); Image (mathematics); Feature extraction; Image processing; Active contour model; Support vector machine; One-class classification; Feature vector; Principle of maximum entropy; Reduction (mathematics); Computer vision; Semi-supervised learning; Pixel; Natural language; Active vision; Aerial image,articles-RITA-20260617-dointext.csv,2,0.5,3.0
10.22456/2175-2745.150942,Automation of Coffee Biotic Stresses Classification Using Convolutional Neural Networks and Image Preprocessing Techniques,"Daniel Imai Yamakawa, Ana Claudia Patrocinio, Pedro Moisés de Sousa, Pedro Henrique Aparecido Damaso de Melo",W7135024513,"Coffee is one of the most consumed beverages worldwide, with Brazil leading exports in 2024. However, production is threatened by biotic stresses such as cercospora, phoma, rust, and leaf miner, which reduce grain quality and cause major losses. Disease identification is usually performed manually by specialists, a process that is slow, limited, and error-prone. This study proposes automating classification through Convolutional Neural Networks (CNNs) combined with various image processing techniques. The JMunBEN and JMunBEN2 datasets were used for this task, together with image preprocessing techniques such as cropping, augmentation, Gaussian, Clahe, Graythresh and Wavelet. Three CNN architectures—ResNet50, MobileNetV2, and AlexNet—were tested for multiclass classification, trained for 100 epochs with Adam optimizer and CrossEntropy loss. The article proposed wavelet filter yielded the best results, with ResNet achieving 99.07% accuracy, confirming CNNs with image pre-processing techniques to be efficient tools for rapid, reliable detection of coffee biotic stresses.",,0.0,2026.0,Federal University of Rio Grande do Sul,Convolutional neural network; Preprocessor; Pattern recognition (psychology); Automation; Identification (biology); Image processing; Contextual image classification; Filter (signal processing),Universidade Federal de Uberlândia; Universidade Federal de Viçosa,BR,Article,EN,True,,Convolutional neural network; Preprocessor; Artificial intelligence; Computer science; Pattern recognition (psychology); Automation; Identification (biology); Image processing; Contextual image classification; Filter (signal processing); Wavelet; Image (mathematics); Process (computing); Wavelet transform; Artificial neural network; Feature extraction; Data pre-processing; Image quality; Machine learning; Production (economics); Data mining; Mathematical morphology; Computer vision; Image segmentation,articles-RITA-20260617-dointext.csv,2,1.0,
10.22456/2175-2745.150950,Human Gesture Recognition using CNNs for Human-Robot Interaction,"Werikson Frederiko de Oliveira Alves, Michel Melo da Silva, Alexandre Santos Brandão",W7135057448,"This paper proposes a deep learning approach for human gesture recognition to support real-time teleoperation of mobile robots in outdoor environments. A lightweight ResNet18 architecture is adapted via transfer learning, combining a personalized dataset captured with a RealSense camera and a reorganized subset of HMDB. A modular pipeline was developed and evaluated under nine experimental configurations, considering different optimizers, datasets, and backbone freezing levels. Results demonstrate that models trained with combined data and adaptive fine-tuning strategies achieve high accuracy and strong generalization under varied lighting and background conditions. The best configuration reached 97.9% test accuracy, reinforcing the potential of CNNs for robust gesture-based human–robot interaction.",,0.0,2026.0,Federal University of Rio Grande do Sul,Pipeline (software); Modular design; Generalization; Gesture; Gesture recognition; Teleoperation; Robot; Transfer of learning; Pattern recognition (psychology),Universidade Federal de Viçosa,BR,Article,EN,True,,Computer science; Artificial intelligence; Pipeline (software); Modular design; Computer vision; Generalization; Gesture; Gesture recognition; Teleoperation; Robot; Transfer of learning; Pattern recognition (psychology); Human–robot interaction; Convolutional neural network; Deep learning; Filter (signal processing); Visualization; Feature extraction; Robotics; Mobile robot; RGB color model; Activity recognition; Domain (mathematical analysis); Transfer (computing); Test data; Artificial neural network; Support vector machine,articles-RITA-20260617-dointext.csv,2,1.0,
10.22456/2175-2745.150955,CoSegXAI: A Pipeline for Context vs. Segmented ROI Images in Lung Disease Classification through Saliency Map Insights,"Graciella dos Santos Favoreto, Mariana Aya Suzuki Uchida, Pedro Augusto Luiz, Erikson Julio de Aguiar, Marcel Koenigkam Santos, Agma Juci Machado Traina",W7135041911,"This research proposed CoSegXAI, an experimental pipeline to investigate the impact of lung segmentation on the explainability and performance of deep neural networks applied to multiclass chest X-ray classification. We employed the COVID-19 Radiography Database and trained ResNet50, DenseNet201, and VGG19 models on both contextual (original) and ROI-based (segmented) images across four diagnostic classes: COVID-19, lung opacity, viral pneumonia, and normal cases. To evaluate model decisions, we generate the saliency maps using Grad-CAM and assess them through visual analysis and quantitative metrics, including Insertion Correlation (IC), Deletion Correlation (DC), and Sparsity. Our findings show that models trained on contextual images achieved superior classification performance. DenseNet201 achieves an accuracy of 92.80% and 88.08% trained on contextual and ROI-based images, respectively. However, explainability analysis reveals that models trained on ROI-based (segmented important regions) images produce more focused attention patterns with better calibration, achieving superior IC, DC, and Sparsity scores. These results suggest that models are more reliable and provide clinicians with greater explainability. The source code is available at https://github.com/graciellafavoreto/CoSegXAI.git.",,0.0,2026.0,Federal University of Rio Grande do Sul,Pipeline (software); Segmentation; Context (archaeology); Pattern recognition (psychology); Convolutional neural network; Artificial neural network; Region of interest; Correlation,,,Article,EN,True,,Artificial intelligence; Pipeline (software); Computer science; Segmentation; Context (archaeology); Pattern recognition (psychology); Convolutional neural network; Artificial neural network; Computer vision; Region of interest; Correlation; Deep learning; Image segmentation; Image processing; Code (set theory); Context model; Machine learning; Test data; Field (mathematics); Deep neural networks,articles-RITA-20260617-dointext.csv,1,0.5,3.0
10.22456/2175-2745.150960,Multi-Fruit Tracking and 3-D Structure Recovery via CoTracker,Thiago Teixeira Santos,W7135096292,"In agricultural robotics and orchard automation, tasks such as fruit detection, tracking, and spatial localization are essential for applications like yield prediction and harvesting. However, these tasks are challenging due to the similar appearance of fruits, occlusions, and the inherent difficulties of field robotics, including uncontrolled lighting conditions and the variability in orchard environments. This work leverages CoTracker, a transformer-based model for point tracking using cross-track/cross-time attention, to simultaneously perform multiple fruit tracking, 3-D fruit localization, and camera pose estimation. The proposed approach demonstrates promising results in fruit counting, tracking, and scene reconstruction, highlighting its potential in agricultural automation.",,0.0,2026.0,Federal University of Rio Grande do Sul,Orchard; Robotics; Field (mathematics); Tracking (education); Point (geometry); Precision agriculture; Robot,Brazilian Agricultural Research Corporation,BR,Article,EN,True,,Artificial intelligence; Computer vision; Orchard; Computer science; Robotics; Field (mathematics); Tracking (education); Point (geometry); Precision agriculture; Robot; Field of view; Work (physics); Active appearance model; Machine vision; Pixel; Automation; Articulated body pose estimation; Video tracking,articles-RITA-20260617-dointext.csv,2,0.5,3.0
10.22456/2175-2745.150968,Magnetic Resonance Imaging Acceleration Using Diffusion Models:,"João Paulo Ferreira Junior, Renata Manzano Maria, Marcelo Vieira",W7135011534,"Magnetic resonance imaging (MRI) reconstruction from undersampled data is central to scan acceleration. This study compares the diffusion models MC-DDPM and HFS-SDE for MRI reconstruction, trained and tested on the same dataset under identical experimental conditions, thereby addressing a common heterogeneity in the literature, where results are reported with different datasets, sampling masks, and input formats, hindering direct comparison. Acceleration factors R = 4, 8, 12, and 16 are evaluated using objective image-quality metrics (PSNR, SSIM, and NMSE). Results show that MC-DDPM consistently outperforms HFS-SDE across all scenarios, with larger gaps at higher accelerations. These findings indicate that standardized protocols make the relative strengths and limitations of the evaluated diffusion-based models clearer.",,0.0,2026.0,Federal University of Rio Grande do Sul,Acceleration; Magnetic resonance imaging; Diffusion; Sampling (signal processing); Diffusion-Weighted Magnetic Resonance Imaging; Diffusion imaging; Magnetic field,Hospital Universitário da Universidade de São Paulo,BR,Article,EN,True,,Acceleration; Magnetic resonance imaging; Diffusion; Nuclear magnetic resonance; Sampling (signal processing); Diffusion-Weighted Magnetic Resonance Imaging; Physics; Computer science; Artificial intelligence; Diffusion imaging; Magnetic field; Resonance (particle physics); Pattern recognition (psychology); Materials science; Experimental data; Diffusion MRI; Computational physics; Iterative reconstruction; Undersampling; Signal-to-noise ratio (imaging),articles-RITA-20260617-dointext.csv,1,0.5,2.0
10.22456/2175-2745.150973,A Luminous Pen for Air-Writing: Hybrid Approach with Computer Vision and Vision–Language Models,"Luma T. L. de Souza, Rafael A. D. Caldeira, Sérgio D. C. Leal, Maria Clara P. de Souza, Thiago M. Paixão, Richard J. M. G. Tello",W7135038173,"Air writing is a form of human–computer interaction that enables users to write in the air through different technological approaches, such as radio waves, wearable sensors, dedicated devices, and computer vision. In this work, we present a hybrid solution that combines the use of a luminous-tip pen with computer vision techniques to support pen detection and the air-writing process. The pen was designed and fabricated with a 3D printer and integrates an ESP32 microcontroller board, which provides Bluetooth connectivity for real-time communication with the computer. In addition to tracking movements for writing, the device can transmit specific commands to the system, such as starting or stopping the writing process and changing colors. This approach bridges the gap between wearable devices and vision-based methods, offering a practical and accessible alternative for air-writing applications. The system integrates vision–language models capable of recognizing both words and images. To determine which models were best suited for our system, we evaluated the performance of several candidates. Five participants contributed to the creation of the dataset. For drawing recognition, each participant produced images in the following classes: Tree, Moon, Cat, Heart, and Pen. For word recognition, the dataset included the following eight words: Purple, Window, Jungle, Pillow, Team, Doctor, Words, and Science. The results showed that the best-performing models achieved 76.00% accuracy with Kosmos-2 for image detection and 97.39% accuracy with Gemini 2.5 Flash for word detection, demonstrating satisfactory outcomes for the system implementation. The proposed system demonstrates the potential of combining electronic devices and advanced machine learning techniques for air-writing, with applications in education and assistive technologies.",,0.0,2026.0,Federal University of Rio Grande do Sul,Wearable computer; Bluetooth; Process (computing); Microcontroller; Flash (photography); Word (group theory); Machine vision,Instituto Federal do Espírito Santo; International Foundation for Electoral Systems,BR; US,Article,EN,True,,Computer science; Wearable computer; Bluetooth; Process (computing); Microcontroller; Artificial intelligence; Computer vision; Flash (photography); Computer hardware; Word (group theory); Human–computer interaction; Machine vision; Mobile device; Tracking (education); Wearable technology; Bluetooth Low Energy; Embedded system; Input device; Tracking system; Track (disk drive); Eye tracking,articles-RITA-20260617-dointext.csv,4,0.5,3.0
10.22456/2175-2745.150974,Bias Analysis and Data Augmentation Strategies in Skin Lesion Classification,"Thiago Meneses Lopes, Martin Heckmann, Marcelo Ponciano da Silva, Pedro Henrique Bugatti, Priscila Tiemi Maeda Saito",W7139055995,"Early detection of skin cancer is vital for effective treatment and improving patient recovery. In recent years, a growing number of computer vision studies have been developed to aid in diagnosis, drawing significant attention from researchers. However, challenges still persist, such as data imbalance and the lack of comprehensive datasets. Additionally, limited research has focused on how variations in skin tone across different populations affect the performance of models in skin lesion classification. This study seeks to create a more effective approach to address data biases in lesion classification across diverse skin tones. We initially explored several data augmentation techniques, employing traditional feature extractors for image analysis. For classification, models such as k-Nearest Neighbor, Random Forest, and Support Vector Machine were used. This study focused on two well-known and publicly available skin lesion datasets: HAM10000 and PAD-UFES-20, both of which have significant class imbalances. Further experiments were conducted to assess potential biases, with the Individual Typology Angle (ITA) metric applied to evaluate the skin tone distribution within the datasets.",,0.0,2026.0,Federal University of Rio Grande do Sul,Skin lesion; Metric (unit); Lesion; Skin cancer; Pattern recognition (psychology); Feature (linguistics); Support vector machine,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro; Universidade Federal de São Carlos",BR,Article,EN,True,,Skin lesion; Artificial intelligence; Metric (unit); Lesion; Medicine; Skin cancer; Computer science; Pattern recognition (psychology); Feature (linguistics); Machine learning; Support vector machine; Class (philosophy); Typology; Skin temperature; Random forest; Feature vector; Dermatology; Multiclass classification,articles-RITA-20260617-dointext.csv,1,0.5,3.0
10.22456/2175-2745.150976,A Deep Transfer Learning Strategy for Identifying Photovoltaic Panels Mounted on Building Rooftops from Orthophotos,"Marco A. M. de Freitas Junior, Ricardo A. S. Fernandes",W7135018290,"This work presents an analysis of orthophotos, which were used to train a predictive model based on a Convolutional Neural Network with the objective of identifying the presence of photovoltaic panels on building rooftops. To this end, the dataset named as Kortviseren, from Denmark, was used, which contains images of rooftops with and without photovoltaic panels. From this dataset, a convolutional neural network ResNet18 was employed, whose synaptic weights were adjusted through transfer learning. During the validation process, it was possible to observe a f1-score of approximately 98,7%. The results demonstrated the feasibility of the proposed approach for identifying photovoltaic panels mounted on building rooftops and, consequently, supporting power distribution utilities with the inspection of these consumer units that have the capacity to produce electricity.",,0.0,2026.0,Universidade Federal do Rio Grande do Sul,Photovoltaic system; Convolutional neural network; Transfer of learning; Orthophoto; Artificial neural network; Rooftop photovoltaic power station; Deep learning,Hospital Universitário da Universidade de São Paulo,BR,Article,EN,True,,Photovoltaic system; Convolutional neural network; Transfer of learning; Computer science; Artificial intelligence; Orthophoto; Artificial neural network; Rooftop photovoltaic power station; Deep learning; Work (physics); Transfer (computing); Machine learning; Real-time computing; Building automation; Power (physics); Engineering; Reliability engineering; Automotive engineering; Reliability (semiconductor); Pattern recognition (psychology); Maximum power transfer theorem,articles-RITA-20260617-dointext.csv,2,1.0,
10.22456/2175-2745.150978,On the use of Image-Based Feature Extraction for Non-Intrusive Load Monitoring:,"Juan Salin Corrêa, Ricardo Augusto Souza Fernandes",W7135060474,"The techniques of Non-Intrusive Load Monitoring (NILM) aim to label or disaggregate loads into time series of electrical energy consumption, mainly in the context of residential consumers, considering the optimization of electricity usage in demand response programs. In this sense, many researches have been developed with different methodologies of consumption time series transformation into images, which consider different window sizes. Thus, this work compares and analyzes different transformation techniques for window sizes ranging from 1 to 10 minutes, verifying how the Convolutional Neural Network models behave for different loads from the UK-DALE (The United Kingdom - Domestic Appliance-Level Electricity dataset). Through the proposed methodology, it was possible to obtain f1-scores higher than 90% for three of the five considered loads, demonstrating the robustness of the time-series transformation into images.",,0.0,2026.0,Federal University of Rio Grande do Sul,Robustness (evolution); Electricity; Window (computing); Context (archaeology); Transformation (genetics); Time series; Ranging; Convolutional neural network,Hospital Universitário da Universidade de São Paulo,BR,Article,EN,True,,Robustness (evolution); Computer science; Electricity; Window (computing); Context (archaeology); Transformation (genetics); Time series; Ranging; Convolutional neural network; Data mining; Feature extraction; Energy consumption; Artificial intelligence; Sliding window protocol; Series (stratigraphy); Efficient energy use; Work (physics); Demand response; Machine learning; Artificial neural network; Energy (signal processing); Pattern recognition (psychology); Electricity demand; Feature (linguistics),articles-RITA-20260617-dointext.csv,2,1.0,
10.22456/2175-2745.150979,Grad-CAM Sensitivity to Orientation Transformations in Breast Cancer Histopathological Images,"Felipe Moura da Silva, Roberta Barbosa Oliveira",W7135070971,"Breast cancer is the second most prevalent among women, and early diagnosis is essential to reduce mortality. Machine learning models are being used to improve diagnostic accuracy, especially through biopsies. However, the growing complexity of neural networks has raised concerns about result interpretability, driving the adoption of explainability methods such as the Grad-CAM, which generates saliency maps in CNN models. This paper investigates the sensitivity of Grad-CAM to changes in orientation and position in breast histopathological images. CNN's ResNet50, VGG16, and Xception were evaluated, trained with the BreakHis dataset, which comprises images at different magnifications. Test samples were modified by rotations and flips to assess the robustness of both the models and the explanations. Xception achieved the best results in terms of accuracy (94.47%) and F1-score (95.85%) with 100X images, although the explanatory maps varied according to the applied transformation.",,0.0,2026.0,Federal University of Rio Grande do Sul,Robustness (evolution); Breast cancer; Orientation (vector space); Sensitivity (control systems); Pattern recognition (psychology); Position (finance),Universidade de Brasília,BR,Article,EN,True,,Robustness (evolution); Artificial intelligence; Breast cancer; Orientation (vector space); Sensitivity (control systems); Computer vision; Pattern recognition (psychology); Computer science; Position (finance); Artificial neural network; Medicine; Breast imaging; Imaging technique; Medical imaging; Cancer imaging; Deep learning; Radiology,articles-RITA-20260617-dointext.csv,1,0.5,2.0
10.22456/2175-2745.150980,Two-Dimensional Image Processing for Fault Diagnosis in Centrifugal Pumps: An Approach Based on Feature Engineering and Convolutional Neural Networks,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv,8,0.8,
